interfaceFqn	originalClassFile	outcome	bridgesAdded	reason
org.apache.hadoop.yarn.api.protocolrecords.GetClusterNodeLabelsResponseJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetClusterNodeLabelsResponse.java	implemented	0	
org.apache.hadoop.yarn.api.protocolrecords.GetClusterNodeLabelsRequestJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetClusterNodeLabelsRequest.java	implemented	0	
org.apache.hadoop.yarn.api.protocolrecords.GetDelegationTokenResponseJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetDelegationTokenResponse.java	implemented	0	
org.apache.hadoop.yarn.api.protocolrecords.GetNodesToAttributesRequestJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetNodesToAttributesRequest.java	implemented	0	
org.apache.hadoop.yarn.api.protocolrecords.GetApplicationsRequestJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetApplicationsRequest.java	implemented	0	
org.apache.hadoop.yarn.api.protocolrecords.GetNewReservationRequestJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetNewReservationRequest.java	implemented	0	
org.apache.hadoop.yarn.api.protocolrecords.GetAllResourceTypeInfoRequestJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetAllResourceTypeInfoRequest.java	implemented	0	
org.apache.hadoop.yarn.api.protocolrecords.GetNodesToAttributesResponseJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetNodesToAttributesResponse.java	implemented	0	
org.apache.hadoop.yarn.api.protocolrecords.RenewDelegationTokenRequestJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/RenewDelegationTokenRequest.java	implemented	0	
org.apache.hadoop.yarn.api.protocolrecords.KillApplicationResponseJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/KillApplicationResponse.java	implemented	0	
org.apache.hadoop.yarn.api.protocolrecords.ReservationUpdateRequestJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/ReservationUpdateRequest.java	implemented	0	
org.apache.hadoop.yarn.api.protocolrecords.SignalContainerRequestJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/SignalContainerRequest.java	implemented	0	
org.apache.hadoop.yarn.api.protocolrecords.GetLabelsToNodesResponseJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetLabelsToNodesResponse.java	implemented	0	
org.apache.hadoop.yarn.api.protocolrecords.GetLabelsToNodesRequestJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetLabelsToNodesRequest.java	implemented	0	
org.apache.hadoop.yarn.api.protocolrecords.ReservationListRequestJVMInterface	/Users/allenwang/xlab/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/ReservationListRequest.java	implemented	0	
